pulse_id,previous_pulse_id,start_time,end_time,birth_time,death_time,duration,inter_pulse_interval,peak_frequency_hz,mean_energy,max_energy,freq_norm,duration_norm,energy_norm,interval_norm,x_local,pos_x,pos_y,pos_z,size,brightness,color_r,color_g,color_b,visible,fade_in,fade_out
1,0,2.466,2.47,2.466,7.781,0.0040000000000000036,0.0,41750.0,0.12671658489853144,0.13233798146247866,0.17391304347826086,0.0,0.0010546624574871504,0.0,0.31692584500706855,3.8031101400848226,0.8695652173913043,0.0031639873724614515,0.08,0.20084372996598973,0.8260869565217391,0.0010546624574871504,0.17391304347826086,1,0.08,0.25
2,1,2.536,2.544,2.536,7.781,0.008000000000000007,0.06599999999999984,40375.0,0.1389617240615189,0.17186811342835426,0.11413043478260869,0.058823529411764705,0.04371217873783227,0.4782608695652166,0.32592211797969417,3.91106541575633,0.5706521739130435,0.1311365362134968,0.10058823529411764,0.23496974299026582,0.8858695652173914,0.04371217873783227,0.11413043478260869,1,0.08,0.25
3,2,2.604,2.614,2.604,7.781,0.009999999999999787,0.06000000000000005,41625.0,0.17668650609751543,0.23193351849913596,0.16847826086956522,0.08823529411764379,0.1751313061526637,0.4347826086956529,0.33466135458167334,4.01593625498008,0.842391304347826,0.5253939184579911,0.11088235294117532,0.340105044922131,0.8315217391304348,0.1751313061526637,0.16847826086956522,1,0.08,0.25
4,3,2.666,2.676,2.666,7.781,0.010000000000000231,0.052000000000000046,43250.0,0.17674916819669306,0.22933113425970078,0.2391304347826087,0.08823529411765033,0.17534959762981653,0.37681159420289917,0.3426294820717132,4.111553784860558,1.1956521739130435,0.5260487928894496,0.11088235294117761,0.34027967810385323,0.7608695652173914,0.17534959762981653,0.2391304347826087,1,0.08,0.25
5,4,2.814,2.828,2.814,7.781,0.01399999999999979,0.1379999999999999,43875.0,0.23983235406922176,0.37828980386257177,0.266304347826087,0.1470588235294085,0.395107984411344,1.0,0.3616501734995502,4.339802081994602,1.3315217391304348,1.185323953234032,0.13147058823529298,0.5160863875290752,0.7336956521739131,0.395107984411344,0.266304347826087,1,0.08,0.25
6,5,2.88,2.892,2.88,7.781,0.01200000000000001,0.052000000000000046,39625.0,0.3425382952205837,0.4845037870109082,0.08152173913043478,0.11764705882352941,0.7528973323670682,0.37681159420289917,0.3701323737308829,4.441588484770595,0.40760869565217395,2.258691997101205,0.1211764705882353,0.8023178658936547,0.9184782608695652,0.7528973323670682,0.08152173913043478,1,0.08,0.25
7,6,2.936,2.948,2.936,7.781,0.01200000000000001,0.04400000000000004,42375.0,0.41347084864974015,0.5859955824911594,0.20108695652173914,0.11764705882352941,1.0,0.31884057971014546,0.3773293921089834,4.527952705307801,1.0054347826086958,3.0,0.1211764705882353,1.0,0.7989130434782609,1.0,0.20108695652173914,1,0.08,0.25
8,7,2.994,3.006,2.994,7.781,0.011999999999999567,0.04600000000000026,43250.0,0.35670251527002883,0.5103489525616169,0.2391304347826087,0.11764705882352289,0.8022402135965361,0.3333333333333355,0.3847834468577304,4.617401362292765,1.1956521739130435,2.406720640789608,0.12117647058823301,0.8417921708772289,0.7608695652173914,0.8022402135965361,0.2391304347826087,1,0.08,0.25
9,8,3.036,3.05,3.036,7.781,0.01399999999999979,0.03000000000000025,37750.0,0.3123562816064805,0.4950997203588486,0.0,0.1470588235294085,0.6477544083071431,0.21739130434782805,0.3901812106413058,4.682174527695669,0.0,1.9432632249214294,0.13147058823529298,0.7182035266457145,1.0,0.6477544083071431,0.0,1,0.08,0.25
10,9,3.078,3.09,3.078,7.781,0.01200000000000001,0.028000000000000025,42125.0,0.27498010910515275,0.3905622765421867,0.19021739130434784,0.11764705882352941,0.5175497070170524,0.202898550724638,0.3955789744248811,4.746947693098573,0.9510869565217392,1.5526491210511573,0.1211764705882353,0.6140397656136419,0.8097826086956521,0.5175497070170524,0.19021739130434784,1,0.08,0.25
