pulse_id,previous_pulse_id,start_time,end_time,birth_time,death_time,duration,inter_pulse_interval,peak_frequency_hz,mean_energy,max_energy,freq_norm,duration_norm,energy_norm,interval_norm,x_local,pos_x,pos_y,pos_z,size,brightness,color_r,color_g,color_b,visible,fade_in,fade_out
1,0,3.0359552,3.039232,3.0359552,20.3956224,0.0032768000000000796,0.0,46386.71875,0.18136210193236668,0.19268415868282318,0.8811881188118812,6.377659838149668e-14,0.03749702909117252,0.0,0.14885327549503957,1.7862393059404749,4.405940594059406,0.11249108727351756,0.08000000000002232,0.22999762327293805,0.1188118811881188,0.03749702909117252,0.8811881188118812,1,0.08,0.25
2,1,3.2210944,3.2260096,3.2210944,20.3956224,0.004915199999999675,0.18186239999999998,45623.779296875,0.20304759219288826,0.21852463781833653,0.8316831683168316,0.05882352941181066,0.12612250825106786,0.0821005917159763,0.15793067437843916,1.89516809254127,4.158415841584159,0.37836752475320357,0.10058823529413373,0.3008980066008543,0.16831683168316836,0.12612250825106786,0.8316831683168316,1,0.08,0.25
3,2,3.3193984,3.3308672,3.3193984,20.3956224,0.011468800000000279,0.09338880000000005,45623.779296875,0.262348388787359,0.36822737753391266,0.8316831683168316,0.29411764705887794,0.3684763333022914,0.04215976331360948,0.16275053219263363,1.9530063863116036,4.158415841584159,1.1054289999068743,0.18294117647060726,0.49478106664183313,0.16831683168316836,0.3684763333022914,0.8316831683168316,1,0.08,0.25
4,3,3.4226176,3.4308096,3.4226176,20.3956224,0.008191999999999755,0.09175040000000001,46081.54296875,0.23688212198515732,0.28379851877689366,0.8613861386138614,0.17647058823533632,0.264399364294694,0.04142011834319526,0.16781138289753786,2.0137365947704544,4.306930693069307,0.793198092884082,0.14176470588236773,0.4115194914357552,0.13861386138613863,0.264399364294694,0.8613861386138614,1,0.08,0.25
5,4,3.5209216,3.5323904,3.5209216,20.3956224,0.011468800000000279,0.09011199999999997,46234.130859375,0.33622191855683925,0.4848367542028428,0.8712871287128713,0.29411764705887794,0.6703868225003119,0.040680473372781044,0.17263124071173233,2.071574888540788,4.356435643564357,2.0111604675009356,0.18294117647060726,0.7363094580002496,0.12871287128712872,0.6703868225003119,0.8712871287128713,1,0.08,0.25
6,5,3.612672,3.6241408,3.612672,20.3956224,0.011468800000000279,0.08028159999999973,46386.71875,0.32316518267616634,0.46463576257228856,0.8811881188118812,0.29411764705887794,0.6170258212138692,0.03624260355029573,0.17712977467164717,2.125557296059766,4.405940594059406,1.8510774636416074,0.18294117647060726,0.6936206569710954,0.1188118811881188,0.6170258212138692,0.8811881188118812,1,0.08,0.25
7,6,3.7044224,3.7175296,3.7044224,20.3956224,0.013107200000000319,0.08028159999999973,45928.955078125,0.3637546498742369,0.5493774235248566,0.8514851485148515,0.35294117647064077,0.7829091347132493,0.03624260355029573,0.181628308631562,2.1795397035787443,4.257425742574258,2.3487274041397477,0.20352941176472428,0.8263273077705995,0.14851485148514854,0.7829091347132493,0.8514851485148515,1,0.08,0.25
8,7,3.7994496,3.8109184,3.7994496,20.3956224,0.011468799999999835,0.08191999999999977,45928.955078125,0.35095157055184245,0.5086401641368866,0.8514851485148515,0.294117647058862,0.7305847912910931,0.03698224852070995,0.1862875045186167,2.2354500542234,4.257425742574258,2.1917543738732794,0.1829411764706017,0.7844678330328745,0.14851485148514854,0.7305847912910931,0.8514851485148515,1,0.08,0.25
9,8,3.8977536,3.915776,3.8977536,20.3956224,0.018022399999999994,0.08683520000000033,46539.306640625,0.31990519848962623,0.5558336496353149,0.8910891089108911,0.5294117647059133,0.6037027348037928,0.0392011834319528,0.19110736233281117,2.293288347993734,4.455445544554456,1.8111082044113784,0.26529411764706967,0.6829621878430343,0.1089108910891089,0.6037027348037928,0.8910891089108911,1,0.08,0.25
10,9,4.1058304,4.1156608,4.1058304,20.3956224,0.00983039999999935,0.19005440000000018,46081.54296875,0.293789849111012,0.39870496988296505,0.8613861386138614,0.23529411764708322,0.4969730586792332,0.0857988165680474,0.2013093947061895,2.415712736474274,4.306930693069307,1.4909191760376996,0.16235294117647914,0.5975784469433866,0.13861386138613863,0.4969730586792332,0.8613861386138614,1,0.08,0.25
11,10,4.2057728,4.2123264,4.2057728,20.3956224,0.006553600000000159,0.09011200000000041,46386.71875,0.2140032781660557,0.2408812776207924,0.8811881188118812,0.11764705882358943,0.17089682080903326,0.040680473372781245,0.20620958348395388,2.4745150018074464,4.405940594059406,0.5126904624270998,0.1211764705882563,0.33671745664722663,0.1188118811881188,0.17089682080903326,0.8811881188118812,1,0.08,0.25
12,11,4.2991616,4.3073536,4.2991616,20.3956224,0.008192000000000199,0.08683519999999945,46081.54296875,0.21590497344732285,0.2625257521867752,0.8613861386138614,0.17647058823535228,0.17866877585794622,0.039201183431952405,0.21078844840743863,2.5294613808892636,4.306930693069307,0.5360063275738387,0.1417647058823733,0.34293502068635695,0.13861386138613863,0.17866877585794622,0.8613861386138614,1,0.08,0.25
13,12,5.6885248,5.6967168,5.6885248,20.3956224,0.008192000000000199,1.3811711999999998,44860.83984375,0.2411427712688843,0.30595320761203765,0.7821782178217822,0.17647058823535228,0.281812025007742,0.6235207100591713,0.27890910551472065,3.346909266176648,3.910891089108911,0.8454360750232259,0.1417647058823733,0.42544962000619363,0.2178217821782178,0.281812025007742,0.7821782178217822,1,0.08,0.25
14,13,5.7802752,5.7851904,5.7802752,20.3956224,0.0049152000000001195,0.08355840000000025,44860.83984375,0.2070949699729681,0.2270866468548775,0.7821782178217822,0.05882352941182661,0.1426635590085739,0.03772189349112436,0.2834076394746355,3.400891673695626,3.910891089108911,0.4279906770257217,0.10058823529413931,0.31413084720685913,0.2178217821782178,0.1426635590085739,0.7821782178217822,1,0.08,0.25
15,14,5.8753024,5.8834944,5.8753024,20.3956224,0.008192000000000199,0.09011199999999953,44250.48828125,0.26559361579517526,0.34013219475746154,0.7425742574257426,0.17647058823535228,0.38173910924579607,0.04068047337278084,0.28806683536169014,3.4568020243402815,3.7128712871287126,1.1452173277373883,0.1417647058823733,0.5053912873966369,0.25742574257425743,0.38173910924579607,0.7425742574257426,1,0.08,0.25
16,15,6.0735488,6.0817408,6.0735488,20.3956224,0.008192000000000199,0.19005440000000018,44403.076171875,0.23361935938398046,0.29683895409107214,0.7524752475247525,0.17647058823535228,0.25106492290368204,0.0857988165680474,0.29778688195364905,3.5734425834437884,3.762376237623762,0.7531947687110461,0.1417647058823733,0.40085193832294563,0.24752475247524752,0.25106492290368204,0.7524752475247525,1,0.08,0.25
17,16,6.176768,6.18496,6.176768,20.3956224,0.008192000000000199,0.09502719999999965,43792.724609375,0.21670045740902422,0.2655046418309212,0.7128712871287128,0.17647058823535228,0.18191980437622424,0.0428994082840235,0.30284773265855325,3.634172791902639,3.564356435643564,0.5457594131286727,0.1417647058823733,0.34553584350097943,0.28712871287128716,0.18191980437622424,0.7128712871287128,1,0.08,0.25
18,17,6.3766528,6.381568,6.3766528,20.3956224,0.0049152000000001195,0.19169279999999933,44860.83984375,0.17453682385385036,0.19284200817346572,0.7821782178217822,0.05882352941182661,0.009603099424788765,0.08653846153846122,0.312648110214082,3.751777322568984,3.910891089108911,0.028809298274366298,0.10058823529413931,0.20768247953983102,0.2178217821782178,0.009603099424788765,0.7821782178217822,1,0.08,0.25
