pulse_id,previous_pulse_id,start_time,end_time,birth_time,death_time,duration,inter_pulse_interval,peak_frequency_hz,mean_energy,max_energy,freq_norm,duration_norm,energy_norm,interval_norm,x_local,pos_x,pos_y,pos_z,size,brightness,color_r,color_g,color_b,visible,fade_in,fade_out
1,0,0.664,0.668,0.664,12.22992578125,0.0040000000000000036,0.0,24250.0,0.15764426440000534,0.1664162263274193,0.5641025641025641,0.0,0.0,0.0,0.05429305229456051,0.6515166275347262,2.8205128205128203,0.0,0.08,0.2,0.4358974358974359,0.0,0.5641025641025641,1,0.08,0.25
2,1,1.486,1.494,1.486,12.22992578125,0.008000000000000007,0.818,25625.0,0.1894197879545391,0.22272863388061526,0.8461538461538461,0.24999999999999306,0.10611764861087034,1.0,0.12150523450258571,1.4580628140310286,4.230769230769231,0.318352945832611,0.16749999999999757,0.2848941188886963,0.15384615384615385,0.10611764861087034,0.8461538461538461,1,0.08,0.25
3,2,1.728,1.738,1.728,12.22992578125,0.010000000000000009,0.23399999999999999,22875.0,0.19124057195149366,0.24032547473907473,0.28205128205128205,0.3749999999999896,0.11219834515874995,0.2860635696821516,0.14129276259789242,1.695513151174709,1.4102564102564101,0.33659503547624986,0.21124999999999639,0.28975867612699996,0.717948717948718,0.11219834515874995,0.28205128205128205,1,0.08,0.25
4,3,1.868,1.874,1.868,12.22992578125,0.006000000000000005,0.13000000000000012,25625.0,0.17521918937563896,0.19990561902523044,0.8461538461538461,0.12499999999999653,0.05869328037116155,0.15892420537897325,0.1527400929009624,1.832881114811549,4.230769230769231,0.17607984111348465,0.12374999999999878,0.24695462429692927,0.15384615384615385,0.05869328037116155,0.8461538461538461,1,0.08,0.25
5,4,2.0,2.012,2.0,12.22992578125,0.01200000000000001,0.1259999999999999,23875.0,0.2375935544060277,0.32123754918575287,0.48717948717948717,0.4999999999999861,0.26699892604404124,0.15403422982885073,0.16353329004385694,1.9623994805262832,2.4358974358974357,0.8009967781321237,0.2549999999999951,0.413599140835233,0.5128205128205128,0.26699892604404124,0.48717948717948717,1,0.08,0.25
6,5,2.392,2.404,2.392,12.22992578125,0.01200000000000001,0.3799999999999999,23125.0,0.24281738906034403,0.3269852161407471,0.3333333333333333,0.4999999999999861,0.28444446236373894,0.4645476772616136,0.1955858148924529,2.3470297787094347,1.6666666666666665,0.8533333870912168,0.2549999999999951,0.4275555698909912,0.6666666666666667,0.28444446236373894,0.3333333333333333,1,0.08,0.25
7,6,2.804,2.814,2.804,12.22992578125,0.010000000000000231,0.3999999999999999,24125.0,0.2261105564578126,0.28672889471054075,0.5384615384615384,0.37500000000000344,0.22865026629098517,0.48899755501222486,0.22927367264148743,2.751284071697849,2.692307692307692,0.6859507988729555,0.21125000000000121,0.38292021303278817,0.46153846153846156,0.22865026629098517,0.5384615384615384,1,0.08,0.25
8,7,2.92,2.926,2.92,12.22992578125,0.006000000000000227,0.10599999999999987,26375.0,0.19685208844020963,0.22058130353689193,1.0,0.1250000000000104,0.13093858507648695,0.12958435207823946,0.23875860346403113,2.8651032415683737,5.0,0.3928157552294609,0.12375000000000363,0.30475086806118956,0.0,0.13093858507648695,1.0,1,0.08,0.25
9,8,3.05,3.062,3.05,12.22992578125,0.01200000000000001,0.12399999999999967,25125.0,0.253564668440127,0.35557515621185304,0.7435897435897436,0.4999999999999861,0.32033611383533006,0.15158924205378932,0.24938826731688185,2.992659207802582,3.717948717948718,0.9610083415059902,0.2549999999999951,0.45626889106826407,0.2564102564102564,0.32033611383533006,0.7435897435897436,1,0.08,0.25
10,9,3.178,3.192,3.178,12.22992578125,0.014000000000000234,0.1160000000000001,25125.0,0.30330975909600966,0.4611867666244507,0.7435897435897436,0.6249999999999966,0.48646499102840657,0.14180929095354536,0.25985439787968867,3.118252774556264,3.717948717948718,1.4593949730852196,0.2987499999999988,0.5891719928227253,0.2564102564102564,0.48646499102840657,0.7435897435897436,1,0.08,0.25
11,10,3.424,3.442,3.424,12.22992578125,0.018000000000000238,0.23199999999999976,22875.0,0.4029410209367052,0.6557393372058868,0.28205128205128205,0.8749999999999896,0.8191938984380229,0.2836185819070902,0.2799689925550831,3.3596279106609974,1.4102564102564101,2.457581695314069,0.3862499999999963,0.8553551187504185,0.717948717948718,0.8191938984380229,0.28205128205128205,1,0.08,0.25
12,11,3.564,3.578,3.564,12.22992578125,0.01399999999999979,0.12199999999999989,25625.0,0.3059963676554617,0.46038471460342406,0.8461538461538461,0.6249999999999688,0.4954371982865371,0.1491442542787285,0.2914163228581531,3.4969958742978373,4.230769230769231,1.4863115948596113,0.2987499999999891,0.5963497586292297,0.15384615384615385,0.4954371982865371,0.8461538461538461,1,0.08,0.25
13,12,3.798,3.814,3.798,12.22992578125,0.016000000000000014,0.2200000000000002,23250.0,0.38661508415825663,0.5810678184032441,0.358974358974359,0.7499999999999792,0.7646717433797312,0.26894865525672396,0.31054971779328433,3.726596613519412,1.794871794871795,2.294015230139194,0.34249999999999275,0.8117373947037849,0.641025641025641,0.7646717433797312,0.358974358974359,1,0.08,0.25
14,13,4.068,4.084,4.068,12.22992578125,0.016000000000000014,0.25399999999999956,23375.0,0.37797718537557456,0.5980523228645325,0.38461538461538464,0.7499999999999792,0.735824586662273,0.3105134474327623,0.332626711949205,3.99152054339046,1.9230769230769231,2.207473759986819,0.34249999999999275,0.7886596693298185,0.6153846153846154,0.735824586662273,0.38461538461538464,1,0.08,0.25
15,14,4.206,4.22,4.206,12.22992578125,0.013999999999999346,0.12200000000000077,25500.0,0.31592982239671985,0.4804123938083649,0.8205128205128205,0.624999999999941,0.5286109981742314,0.14914425427872957,0.3439105089622312,4.126926107546774,4.102564102564102,1.5858329945226943,0.29874999999997937,0.6228887985393852,0.17948717948717952,0.5286109981742314,0.8205128205128205,1,0.08,0.25
16,15,4.478,4.496,4.478,12.22992578125,0.018000000000000682,0.258,22500.0,0.45708101192023615,0.7289832592010499,0.20512820512820512,0.8750000000000173,1.0,0.3154034229828851,0.3661510364081957,4.393812436898348,1.0256410256410255,3.0,0.38625000000000603,1.0,0.7948717948717949,1.0,0.20512820512820512,1,0.08,0.25
17,16,4.62,4.634,4.62,12.22992578125,0.014000000000000234,0.12399999999999967,25250.0,0.39532560972147623,0.5920426666736603,0.7692307692307693,0.6249999999999966,0.7937614447452294,0.15158924205378932,0.37776190000130955,4.533142800015715,3.8461538461538463,2.381284334235688,0.2987499999999988,0.8350091557961836,0.23076923076923073,0.7937614447452294,0.7692307692307693,1,0.08,0.25
18,17,4.866,4.886,4.866,12.22992578125,0.020000000000000462,0.23199999999999932,21875.0,0.40626325821504,0.6724197387695313,0.07692307692307693,1.0,0.8302888535691073,0.28361858190708966,0.39787649467670394,4.774517936120447,0.38461538461538464,2.490866560707322,0.43,0.8642310828552859,0.9230769230769231,0.8302888535691073,0.07692307692307693,1,0.08,0.25
19,18,5.396,5.414,5.396,12.22992578125,0.017999999999999794,0.5099999999999998,22125.0,0.34082748956047,0.5401655972003937,0.1282051282051282,0.8749999999999618,0.6117593337407202,0.6234718826405866,0.44121281653832606,5.294553798459913,0.641025641025641,1.8352780012221608,0.3862499999999866,0.6894074669925763,0.8717948717948718,0.6117593337407202,0.1282051282051282,1,0.08,0.25
