edge_id,from_pulse_id,to_pulse_id,birth_time,from_x,from_y,from_z,to_x,to_y,to_z,energy,color_r,color_g,color_b
1,1,2,3.002,1.6885202505956056,2.019230769230769,0.0,2.119121150622077,2.980769230769231,0.9860938215308059,0.3286979405102686,0.40384615384615385,0.3286979405102686,0.5961538461538461
2,2,3,3.374,2.119121150622077,2.980769230769231,0.9860938215308059,2.381717109326745,4.519230769230769,0.62561289929014,0.20853763309671333,0.09615384615384615,0.20853763309671333,0.9038461538461539
3,3,4,4.528,2.381717109326745,4.519230769230769,0.62561289929014,3.1963293038030525,3.8461538461538463,0.2810457543513255,0.09368191811710849,0.23076923076923073,0.09368191811710849,0.7692307692307693
4,4,5,4.8,3.1963293038030525,3.8461538461538463,0.2810457543513255,3.388334951027971,5.0,0.386572948272698,0.12885764942423267,0.0,0.12885764942423267,1.0
5,5,6,5.06,3.388334951027971,5.0,0.386572948272698,3.5718697608753196,3.557692307692308,0.9770387514478094,0.3256795838159365,0.28846153846153844,0.3256795838159365,0.7115384615384616
6,6,7,6.408,3.5718697608753196,3.557692307692308,0.9770387514478094,4.523427159622342,0.7692307692307693,0.18230444014824945,0.06076814671608315,0.8461538461538461,0.06076814671608315,0.15384615384615385
7,7,8,6.8,4.523427159622342,0.7692307692307693,0.18230444014824945,4.800141180622959,0.38461538461538464,3.0,1.0,0.9230769230769231,1.0,0.07692307692307693
8,8,9,7.206,4.800141180622959,0.38461538461538464,3.0,5.086737845230742,0.576923076923077,1.1778097961615466,0.3926032653871822,0.8846153846153846,0.3926032653871822,0.11538461538461539
9,9,10,7.87,5.086737845230742,0.576923076923077,1.1778097961615466,5.555457513456278,0.0,1.1368115358452298,0.3789371786150766,1.0,0.3789371786150766,0.0
10,10,11,8.264,5.555457513456278,0.0,1.1368115358452298,5.83358334068649,1.442307692307692,1.249156447748905,0.4163854825829683,0.7115384615384616,0.4163854825829683,0.28846153846153844
11,11,12,9.18,5.83358334068649,1.442307692307692,1.249156447748905,6.4801905938409945,0.38461538461538464,0.27494849429573065,0.09164949809857688,0.9230769230769231,0.09164949809857688,0.07692307692307693
