edge_id,from_pulse_id,to_pulse_id,birth_time,from_x,from_y,from_z,to_x,to_y,to_z,energy,color_r,color_g,color_b
1,1,2,3.35,2.9812865944663427,4.508196721311475,0.34668536639920444,3.0768053270062374,5.0,0.6369738927155959,0.21232463090519865,0.0,0.21232463090519865,1.0
2,2,3,3.456,3.0768053270062374,5.0,0.6369738927155959,3.1741609582488235,3.2786885245901636,0.8931850528046652,0.2977283509348884,0.34426229508196726,0.2977283509348884,0.6557377049180327
3,3,4,3.55,3.1741609582488235,3.2786885245901636,0.8931850528046652,3.260495197275267,1.3114754098360657,1.4765161240970652,0.4921720413656884,0.7377049180327868,0.4921720413656884,0.26229508196721313
4,4,5,3.64,3.260495197275267,1.3114754098360657,1.4765161240970652,3.3431556388963304,3.114754098360656,0.8159561787341397,0.2719853929113799,0.3770491803278688,0.2719853929113799,0.6229508196721312
5,5,6,3.72,3.3431556388963304,3.114754098360656,0.8159561787341397,3.416631587003942,2.6229508196721314,2.136096005919242,0.7120320019730807,0.47540983606557374,0.7120320019730807,0.5245901639344263
6,6,7,4.246,3.416631587003942,2.6229508196721314,2.136096005919242,3.899735945811489,4.508196721311475,0.19956978289451494,0.06652326096483831,0.09836065573770492,0.06652326096483831,0.9016393442622951
7,7,8,4.35,3.899735945811489,4.508196721311475,0.19956978289451494,3.995254678351383,4.918032786885246,0.43313584076536965,0.14437861358845655,0.016393442622950838,0.14437861358845655,0.9836065573770492
8,8,9,4.456,3.995254678351383,4.918032786885246,0.43313584076536965,4.09261030959397,3.7704918032786883,0.6900460297001856,0.23001534323339518,0.24590163934426235,0.23001534323339518,0.7540983606557377
9,9,10,4.552,4.09261030959397,3.7704918032786883,0.6900460297001856,4.180781447323103,1.3114754098360657,1.7999525076718297,0.5999841692239433,0.7377049180327868,0.5999841692239433,0.26229508196721313
10,10,11,4.642,4.180781447323103,1.3114754098360657,1.7999525076718297,4.2634418889441665,2.540983606557377,1.0424348106143886,0.3474782702047962,0.4918032786885246,0.3474782702047962,0.5081967213114754
11,11,12,4.72,4.2634418889441665,2.540983606557377,1.0424348106143886,4.335080938349087,0.5737704918032787,1.7664573700015866,0.5888191233338622,0.8852459016393442,0.5888191233338622,0.11475409836065574
12,12,13,5.248,4.335080938349087,0.5737704918032787,1.7664573700015866,4.820022195859325,4.508196721311475,0.34668536639920444,0.1155617887997348,0.09836065573770492,0.1155617887997348,0.9016393442622951
13,13,14,5.352,4.820022195859325,4.508196721311475,0.34668536639920444,4.915540928399219,5.0,0.6369738927155959,0.21232463090519865,0.0,0.21232463090519865,1.0
14,14,15,5.458,4.915540928399219,5.0,0.6369738927155959,5.012896559641805,3.2786885245901636,0.8931850528046652,0.2977283509348884,0.34426229508196726,0.2977283509348884,0.6557377049180327
15,15,16,5.552,5.012896559641805,3.2786885245901636,0.8931850528046652,5.099230798668248,1.3114754098360657,1.4765161240970652,0.4921720413656884,0.7377049180327868,0.4921720413656884,0.26229508196721313
16,16,17,5.642,5.099230798668248,1.3114754098360657,1.4765161240970652,5.181891240289312,3.114754098360656,0.8159561787341397,0.2719853929113799,0.3770491803278688,0.2719853929113799,0.6229508196721312
17,17,18,5.722,5.181891240289312,3.114754098360656,0.8159561787341397,5.2553671883969235,2.6229508196721314,2.136096005919242,0.7120320019730807,0.47540983606557374,0.7120320019730807,0.5245901639344263
18,18,19,6.248,5.2553671883969235,2.6229508196721314,2.136096005919242,5.73847154720447,4.508196721311475,0.19956978289451494,0.06652326096483831,0.09836065573770492,0.06652326096483831,0.9016393442622951
19,19,20,6.352,5.73847154720447,4.508196721311475,0.19956978289451494,5.8339902797443655,4.918032786885246,0.43313584076536965,0.14437861358845655,0.016393442622950838,0.14437861358845655,0.9836065573770492
20,20,21,6.458,5.8339902797443655,4.918032786885246,0.43313584076536965,5.93134591098695,3.7704918032786883,0.6900460297001856,0.23001534323339518,0.24590163934426235,0.23001534323339518,0.7540983606557377
21,21,22,6.554,5.93134591098695,3.7704918032786883,0.6900460297001856,6.019517048716084,1.3114754098360657,1.7999525076718297,0.5999841692239433,0.7377049180327868,0.5999841692239433,0.26229508196721313
22,22,23,6.644,6.019517048716084,1.3114754098360657,1.7999525076718297,6.102177490337147,2.540983606557377,1.0424348106143886,0.3474782702047962,0.4918032786885246,0.3474782702047962,0.5081967213114754
23,23,24,6.722,6.102177490337147,2.540983606557377,1.0424348106143886,6.173816539742068,0.5737704918032787,1.7664573700015866,0.5888191233338622,0.8852459016393442,0.5888191233338622,0.11475409836065574
24,24,25,6.81,6.173816539742068,0.5737704918032787,1.7664573700015866,6.254640082660441,0.0,1.6441342800332288,0.5480447600110763,1.0,0.5480447600110763,0.0
25,25,26,6.89,6.254640082660441,0.0,1.6441342800332288,6.3281160307680535,3.0327868852459017,1.8858358148922374,0.6286119382974125,0.39344262295081966,0.6286119382974125,0.6065573770491803
26,26,27,6.974,6.3281160307680535,3.0327868852459017,1.8858358148922374,6.405265776281045,3.5245901639344264,2.187240458821309,0.7290801529404363,0.29508196721311475,0.7290801529404363,0.7049180327868853
27,27,28,7.066,6.405265776281045,3.5245901639344264,2.187240458821309,6.489763116604799,2.6229508196721314,3.0,1.0,0.47540983606557374,1.0,0.5245901639344263
28,28,29,7.156,6.489763116604799,2.6229508196721314,3.0,6.572423558225862,3.6065573770491803,1.7100877699112538,0.5700292566370846,0.2786885245901639,0.5700292566370846,0.7213114754098361
29,29,30,7.246,6.572423558225862,3.6065573770491803,1.7100877699112538,6.6550839998469264,2.8688524590163933,0.7026778252288013,0.23422594174293376,0.42622950819672134,0.23422594174293376,0.5737704918032787
30,30,31,7.336,6.6550839998469264,2.8688524590163933,0.7026778252288013,6.737744441467989,3.5245901639344264,1.2942556862280468,0.4314185620760156,0.29508196721311475,0.4314185620760156,0.7049180327868853
31,31,32,7.428,6.737744441467989,3.5245901639344264,1.2942556862280468,6.822241781791741,1.557377049180328,0.5230719554192417,0.17435731847308056,0.6885245901639344,0.17435731847308056,0.3114754098360656
32,32,33,7.512,6.822241781791741,1.557377049180328,0.5230719554192417,6.899391527304733,1.2295081967213115,0.7546012605091222,0.25153375350304075,0.7540983606557377,0.25153375350304075,0.2459016393442623
33,33,34,7.594,6.899391527304733,1.2295081967213115,0.7546012605091222,6.974704374115035,1.721311475409836,1.1582105311073947,0.3860701770357982,0.6557377049180328,0.3860701770357982,0.3442622950819672
34,34,35,7.672,6.974704374115035,1.721311475409836,1.1582105311073947,7.046343423519957,2.9508196721311473,0.7467026243823135,0.2489008747941045,0.4098360655737705,0.2489008747941045,0.5901639344262295
35,35,36,7.752,7.046343423519957,2.9508196721311473,0.7467026243823135,7.1198193716275675,1.3114754098360657,0.0,0.0,0.7377049180327868,0.0,0.26229508196721313
