edge_id,from_pulse_id,to_pulse_id,birth_time,from_x,from_y,from_z,to_x,to_y,to_z,energy,color_r,color_g,color_b
1,1,2,7.51,2.9304488408140132,2.1794871794871797,0.2561613908766921,3.0040500675011246,4.401709401709402,0.21209416804824802,0.07069805601608267,0.11965811965811968,0.07069805601608267,0.8803418803418803
2,2,3,7.604,3.0040500675011246,4.401709401709402,0.21209416804824802,3.041650694178236,3.1196581196581197,0.44588788491212145,0.14862929497070715,0.37606837606837606,0.14862929497070715,0.6239316239316239
3,3,4,7.79,3.041650694178236,3.1196581196581197,0.44588788491212145,3.1160519341989033,0.9401709401709402,0.36521637686532293,0.12173879228844098,0.811965811965812,0.12173879228844098,0.18803418803418803
4,4,5,8.076,3.1160519341989033,0.9401709401709402,0.36521637686532293,3.2304538408973484,0.641025641025641,0.5779000295237621,0.19263334317458736,0.8717948717948718,0.19263334317458736,0.1282051282051282
5,5,6,8.198,3.2304538408973484,0.641025641025641,0.5779000295237621,3.2792546542442373,1.4102564102564101,0.2572434981009604,0.08574783270032015,0.717948717948718,0.08574783270032015,0.28205128205128205
6,6,7,8.382,3.2792546542442373,1.4102564102564101,0.2572434981009604,3.3528558809313487,0.4273504273504274,0.45132854905142933,0.15044284968380978,0.9145299145299145,0.15044284968380978,0.08547008547008547
7,7,8,8.474,3.3528558809313487,0.4273504273504274,0.45132854905142933,3.3896564942749046,0.4273504273504274,1.0188899908579943,0.33962999695266477,0.9145299145299145,0.33962999695266477,0.08547008547008547
8,8,9,8.57,3.3896564942749046,0.4273504273504274,1.0188899908579943,3.4280571342855715,0.7264957264957266,1.1674493294347006,0.3891497764782335,0.8547008547008547,0.3891497764782335,0.1452991452991453
9,9,10,8.754,3.4280571342855715,0.7264957264957266,1.1674493294347006,3.501658360972683,0.5555555555555556,0.5920757203226583,0.19735857344088611,0.8888888888888888,0.19735857344088611,0.1111111111111111
10,10,11,8.82,3.501658360972683,0.5555555555555556,0.5920757203226583,3.5280588009800162,2.4786324786324787,1.3562319842814161,0.45207732809380535,0.5042735042735043,0.45207732809380535,0.49572649572649574
11,11,12,8.876,3.5280588009800162,2.4786324786324787,1.3562319842814161,3.5504591743195717,2.4786324786324787,1.2409635131674126,0.41365450438913753,0.5042735042735043,0.41365450438913753,0.49572649572649574
12,12,13,8.936,3.5504591743195717,2.4786324786324787,1.2409635131674126,3.574459574326239,0.0,0.8972630857625521,0.29908769525418405,1.0,0.29908769525418405,0.0
13,13,14,8.99,3.574459574326239,0.0,0.8972630857625521,3.5960599343322386,2.051282051282051,0.6955523436719672,0.23185078122398906,0.5897435897435898,0.23185078122398906,0.41025641025641024
14,14,15,9.036,3.5960599343322386,2.051282051282051,0.6955523436719672,3.614460241004017,0.5128205128205128,0.762564330662409,0.254188110220803,0.8974358974358975,0.254188110220803,0.10256410256410256
15,15,16,9.082,3.614460241004017,0.5128205128205128,0.762564330662409,3.6328605476757945,3.888888888888889,0.5912252312689965,0.19707507708966548,0.2222222222222222,0.19707507708966548,0.7777777777777778
16,16,17,9.118,3.6328605476757945,3.888888888888889,0.5912252312689965,3.6472607876797944,3.974358974358974,0.3967945347065543,0.13226484490218476,0.20512820512820518,0.13226484490218476,0.7948717948717948
17,17,18,9.154,3.6472607876797944,3.974358974358974,0.3967945347065543,3.661661027683795,4.914529914529914,0.0,0.0,0.017094017094017144,0.0,0.9829059829059829
18,18,19,9.396,3.661661027683795,4.914529914529914,0.0,3.7584626410440176,1.0256410256410255,0.6360333916221093,0.21201113054070309,0.7948717948717949,0.21201113054070309,0.20512820512820512
19,19,20,9.444,3.7584626410440176,1.0256410256410255,0.6360333916221093,3.777662961049351,2.393162393162393,1.7971701144014214,0.5990567048004738,0.5213675213675213,0.5990567048004738,0.47863247863247865
20,20,21,9.506,3.777662961049351,2.393162393162393,1.7971701144014214,3.802463374389573,3.034188034188034,2.6520012915732796,0.8840004305244265,0.3931623931623932,0.8840004305244265,0.6068376068376068
21,21,22,9.558,3.802463374389573,3.034188034188034,2.6520012915732796,3.8232637210620175,0.9829059829059829,3.0,1.0,0.8034188034188035,1.0,0.19658119658119658
22,22,23,9.636,3.8232637210620175,0.9829059829059829,3.0,3.8544642410706844,4.615384615384616,2.367351303828142,0.7891171012760473,0.07692307692307687,0.7891171012760473,0.9230769230769231
23,23,24,9.694,3.8544642410706844,4.615384615384616,2.367351303828142,3.877664627743796,4.444444444444445,1.823497329136564,0.6078324430455213,0.11111111111111116,0.6078324430455213,0.8888888888888888
24,24,25,9.736,3.877664627743796,4.444444444444445,1.823497329136564,3.8944649077484628,2.863247863247863,1.6993968565276294,0.5664656188425431,0.4273504273504274,0.5664656188425431,0.5726495726495726
25,25,26,9.776,3.8944649077484628,2.863247863247863,1.6993968565276294,3.9104651744195733,2.264957264957265,1.9187425289966076,0.6395808429988692,0.5470085470085471,0.6395808429988692,0.452991452991453
26,26,27,9.836,3.9104651744195733,2.264957264957265,1.9187425289966076,3.9344655744262407,3.1196581196581197,1.400130668897269,0.46671022296575637,0.37606837606837606,0.46671022296575637,0.6239316239316239
27,27,28,9.868,3.9344655744262407,3.1196581196581197,1.400130668897269,3.947265787763129,3.2051282051282053,0.5248574556713124,0.17495248522377077,0.3589743589743589,0.17495248522377077,0.6410256410256411
28,28,29,9.936,3.947265787763129,3.2051282051282053,0.5248574556713124,3.974466241104018,5.0,0.2094535954781192,0.06981786515937306,0.0,0.06981786515937306,1.0
29,29,30,10.222,3.974466241104018,5.0,0.2094535954781192,4.088868147802463,2.9914529914529915,0.9356350107878186,0.31187833692927286,0.4017094017094017,0.31187833692927286,0.5982905982905983
30,30,31,10.408,4.088868147802463,2.9914529914529915,0.9356350107878186,4.16326938782313,3.1196581196581197,0.7294477133479387,0.24314923778264622,0.37606837606837606,0.24314923778264622,0.6239316239316239
31,31,32,11.748,4.16326938782313,3.1196581196581197,0.7294477133479387,4.699278321305354,0.2564102564102564,0.31930815737780477,0.10643605245926825,0.9487179487179487,0.10643605245926825,0.05128205128205128
32,32,33,17.706,4.699278321305354,0.2564102564102564,0.31930815737780477,7.082518041967365,2.2222222222222223,0.3426999009948276,0.1142333003316092,0.5555555555555556,0.1142333003316092,0.4444444444444444
